customerID,ActualChurn,PredictedChurn,ChurnProbability,RiskSegment
7460-ITWWP,0,0,0.39838257,Low Risk
1530-ZTDOZ,0,0,0.053393085,Low Risk
4785-FCIFB,0,0,0.0047914255,Low Risk
9717-QEBGU,0,1,0.51153666,Medium Risk
0876-WDUUZ,1,1,0.80670226,High Risk
7881-EVUAD,1,1,0.6664602,Medium Risk
4002-BQWPQ,0,0,0.033796668,Low Risk
6377-WHAOX,0,1,0.627165,Medium Risk
5027-YOCXN,0,0,0.12473711,Low Risk
8450-JOVAH,1,0,0.27096435,Low Risk
6646-QVXLR,1,0,0.1090016,Low Risk
0254-KCJGT,0,0,0.036847282,Low Risk
3442-ZHHCC,0,0,0.12707981,Low Risk
9167-APMXZ,0,0,0.4359846,Low Risk
0616-ATFGB,1,1,0.86202693,High Risk
7273-TEFQD,1,1,0.9036489,High Risk
8245-UMPYT,1,1,0.6121461,Medium Risk
6022-UGGSO,1,1,0.8931158,High Risk
6292-TOSSS,0,0,0.024178106,Low Risk
5207-PLSTK,0,1,0.64578724,Medium Risk
3908-BLSYF,1,1,0.67973524,Medium Risk
4317-VTEOA,1,1,0.73553807,Medium Risk
0625-AFOHS,0,0,0.0012127906,Low Risk
4667-OHGKG,1,0,0.49575576,Low Risk
2386-OWURY,0,0,0.26193878,Low Risk
3780-DDGSE,0,0,0.016727755,Low Risk
1047-RNXZV,0,0,0.0067059146,Low Risk
3926-YZVVX,0,0,0.023120508,Low Risk
4742-TXUEX,0,0,0.0033876058,Low Risk
8709-KRDVL,0,1,0.518511,Medium Risk
0397-ZXWQF,0,0,0.00063632434,Low Risk
3910-MRQOY,0,0,0.00067925744,Low Risk
2511-MORQY,0,0,0.058211774,Low Risk
4039-PIMHX,0,0,0.015741572,Low Risk
8083-YTZES,1,1,0.81060904,High Risk
1346-PJWTK,0,0,0.007915165,Low Risk
3750-YHRYO,0,0,0.004972276,Low Risk
1236-WFCDV,1,0,0.3838836,Low Risk
5949-HGVJL,0,0,0.15992877,Low Risk
9112-WSNPU,0,1,0.66529965,Medium Risk
1360-JYXKQ,0,1,0.521369,Medium Risk
3585-ISXZP,1,1,0.8092565,High Risk
8380-PEFPE,1,1,0.87114346,High Risk
9402-ROUMJ,0,0,0.31245974,Low Risk
4335-UPJSI,0,0,0.0061266124,Low Risk
6096-EGVTU,0,0,0.0046318127,Low Risk
8988-ECPJR,1,0,0.4990099,Low Risk
7677-SJJJK,0,0,0.0074385367,Low Risk
5850-BDWCY,0,0,0.06571624,Low Risk
2025-JKFWI,1,1,0.8187144,High Risk
8028-PNXHQ,0,0,0.0014122629,Low Risk
8397-MVTAZ,1,1,0.78778017,High Risk
4445-ZJNMU,0,1,0.965247,High Risk
3125-RAHBV,0,0,0.004118004,Low Risk
6682-QJDGB,1,0,0.24941899,Low Risk
8840-DQLGN,1,0,0.16840354,Low Risk
6258-NGCNG,0,0,0.13803542,Low Risk
5917-RYRMG,0,0,0.0029087176,Low Risk
7157-SMCFK,0,0,0.04201673,Low Risk
0816-TSPHQ,0,0,0.061926644,Low Risk
6766-HFKLA,0,0,0.014345146,Low Risk
7067-KSAZT,1,0,0.4403576,Low Risk
5155-AZQPB,0,0,0.007837996,Low Risk
6890-PFRQX,0,0,0.0109355785,Low Risk
3508-VLHCZ,0,0,0.00051983306,Low Risk
3649-JPUGY,0,0,0.0010362061,Low Risk
9248-OJYKK,1,1,0.983431,High Risk
7239-HZZCX,1,0,0.31502944,Low Risk
9860-LISIZ,0,0,0.007991555,Low Risk
6979-ZNSFF,1,1,0.61266154,Medium Risk
8938-UMKPI,1,0,0.45776695,Low Risk
1820-DJFPH,0,0,0.00022528142,Low Risk
0732-OCQOC,0,0,0.00316653,Low Risk
6776-TLWOI,1,0,0.23989253,Low Risk
4940-KHCWD,0,0,0.0028991383,Low Risk
9057-SIHCH,1,1,0.8918417,High Risk
9866-QEVEE,1,0,0.35177234,Low Risk
5542-TBBWB,0,1,0.9184962,High Risk
4587-VVTOX,1,1,0.89642817,High Risk
6322-HRPFA,0,0,0.105892316,Low Risk
6284-AHOOQ,1,0,0.24395542,Low Risk
4530-NDRKU,0,0,0.0059162127,Low Risk
1751-NCDLI,0,1,0.82263386,High Risk
3893-JRNFS,0,0,0.06756292,Low Risk
5857-XRECV,0,0,0.021794494,Low Risk
3115-CZMZD,0,0,0.009332981,Low Risk
4489-SNOJF,1,0,0.19871673,Low Risk
1051-GEJLJ,0,0,0.20485833,Low Risk
3563-SVYLG,0,0,0.001831185,Low Risk
4301-VVZKA,0,1,0.5834844,Medium Risk
9351-HXDMR,0,0,0.0126056345,Low Risk
5161-XEUVX,0,0,0.043035887,Low Risk
3088-FVYWK,0,0,0.06372909,Low Risk
9812-GHVRI,0,0,0.4871625,Low Risk
1370-GGAWX,0,0,0.13706544,Low Risk
6023-YEBUP,1,1,0.8616482,High Risk
9940-RHLFB,1,1,0.5960843,Medium Risk
4541-RMRLG,1,0,0.04386875,Low Risk
2606-RMDHZ,1,0,0.39338946,Low Risk
5575-TPIZQ,0,0,0.13648564,Low Risk
9378-FXTIZ,1,0,0.03924611,Low Risk
4631-OACRM,1,1,0.9248845,High Risk
8593-WHYHV,1,1,0.924614,High Risk
1403-GYAFU,0,0,7.153414e-05,Low Risk
7641-TQFHN,0,0,0.0057646995,Low Risk
4237-CLSMM,0,0,0.07181276,Low Risk
4360-PNRQB,0,0,0.16186295,Low Risk
5334-AFQJB,0,0,0.0008519551,Low Risk
9308-ANMVE,0,0,0.08319144,Low Risk
3530-VWVGU,0,0,0.024882553,Low Risk
4674-HGNUA,0,0,0.00056789076,Low Risk
3030-YDNRM,0,1,0.71328765,Medium Risk
3642-BYHDO,0,0,0.00015023828,Low Risk
0440-UEDAI,0,0,0.06499172,Low Risk
9819-FBNSV,0,0,0.42708656,Low Risk
9289-LBQVU,0,0,0.12722561,Low Risk
4468-YDOVK,0,0,0.3720961,Low Risk
2001-EWBQU,0,0,0.082303196,Low Risk
9992-UJOEL,0,0,0.47345814,Low Risk
8409-WQJUX,0,0,0.10224532,Low Risk
3077-RSNTJ,0,0,0.038941294,Low Risk
6993-YCOBK,0,0,0.05820896,Low Risk
4817-VYYWS,1,1,0.649794,Medium Risk
4702-HDRKD,0,0,0.009043321,Low Risk
3251-YMVWZ,0,0,0.12579893,Low Risk
4190-MFLUW,1,0,0.17987815,Low Risk
4678-DVQEO,1,1,0.745664,Medium Risk
4701-AHWMW,1,0,0.04337119,Low Risk
2987-BJXIK,0,0,0.00046745013,Low Risk
1730-VFMWO,0,0,0.015039633,Low Risk
1936-UAFEH,0,0,0.016492112,Low Risk
5140-FOMCQ,0,0,0.08108051,Low Risk
8778-LMWTJ,0,1,0.6330403,Medium Risk
9840-DVNDC,1,1,0.7693501,High Risk
8033-VCZGH,0,0,0.16237293,Low Risk
8580-QVLOC,1,0,0.0008580703,Low Risk
6128-AQBMT,0,1,0.77824265,High Risk
6257-RJOHI,0,0,0.25095314,Low Risk
1929-ZCBHE,0,0,0.026789462,Low Risk
6242-SGYTS,0,0,0.0039020386,Low Risk
7010-ZMVBF,0,0,0.008476734,Low Risk
3519-ZKXGG,1,1,0.83989894,High Risk
5666-MBJPT,0,0,0.0006693706,Low Risk
3313-QKNKB,1,0,0.065271854,Low Risk
7581-EBBOU,0,0,0.006958673,Low Risk
1784-BXEFA,0,0,0.011870945,Low Risk
7492-TAFJD,0,0,0.02266462,Low Risk
5213-TWWJU,0,0,0.16802208,Low Risk
3312-ZWLGF,0,0,0.48572925,Low Risk
2923-ARZLG,0,0,0.053440306,Low Risk
7032-LMBHI,0,0,0.019049322,Low Risk
8292-ITGYJ,0,0,0.008702425,Low Risk
9107-UKCKY,0,0,0.10151522,Low Risk
6848-HJTXY,0,0,0.0025945234,Low Risk
4184-VODJZ,0,0,0.106408514,Low Risk
4846-WHAFZ,1,1,0.5625706,Medium Risk
8735-SDUFN,0,0,0.00028615398,Low Risk
0839-JTCUD,0,0,0.009298163,Low Risk
6857-VWJDT,1,1,0.95318246,High Risk
7363-QTBIW,0,1,0.7149635,Medium Risk
6158-HDPXZ,0,1,0.6986096,Medium Risk
5419-CONWX,1,1,0.96645254,High Risk
9286-DOJGF,1,0,0.40872902,Low Risk
2408-PSJVE,0,0,0.043894257,Low Risk
2087-QAREY,0,0,0.26979053,Low Risk
6777-TGHTM,1,0,0.064733945,Low Risk
6507-ZJSUR,0,0,0.40461326,Low Risk
5025-GOOKI,0,0,0.029843409,Low Risk
6080-LNESI,0,0,0.0051797987,Low Risk
2236-HILPA,0,0,0.00036524425,Low Risk
1386-ZIKUV,0,0,0.02764492,Low Risk
3365-SAIGS,0,0,0.45191866,Low Risk
6061-GWWAV,0,0,0.021516262,Low Risk
9979-RGMZT,0,1,0.78623974,High Risk
8445-DNBAE,0,0,0.28743425,Low Risk
6872-HXFNF,0,0,0.0031560746,Low Risk
1320-HTRDR,1,1,0.78767616,High Risk
3923-CSIHK,1,0,0.26055434,Low Risk
2446-ZKVAF,0,0,0.1145231,Low Risk
4640-UHDOS,1,0,0.24585137,Low Risk
5457-COLHT,0,0,0.0043769637,Low Risk
2254-DLXRI,0,1,0.96490324,High Risk
5339-PXDVH,0,0,0.49548882,Low Risk
2386-LAHRK,1,1,0.7250315,Medium Risk
5062-CJJKH,0,0,0.08720399,Low Risk
8930-XOTDP,0,0,0.1860875,Low Risk
4779-ZGICK,0,0,0.0048049367,Low Risk
9534-NSXEM,0,0,0.0034708702,Low Risk
3716-BDVDB,1,1,0.95709604,High Risk
9842-EFSYY,0,0,0.34236544,Low Risk
9122-UMROB,0,0,0.13973552,Low Risk
1867-BDVFH,1,1,0.7146403,Medium Risk
5949-EBSQK,1,0,0.08438135,Low Risk
4160-AMJTL,1,0,0.17333429,Low Risk
8622-ZLFKO,0,1,0.92825717,High Risk
2990-IAJSV,0,0,0.0008239131,Low Risk
6064-ZATLR,0,0,0.016218886,Low Risk
7409-KIUTL,1,1,0.8464724,High Risk
5505-OVWQW,0,0,0.014032031,Low Risk
3948-KXDUF,0,0,0.0007784516,Low Risk
9814-AOUDH,0,0,0.025525639,Low Risk
7398-LXGYX,0,0,0.072668895,Low Risk
5266-PFRQK,0,0,0.00942701,Low Risk
1568-BEKZM,0,0,0.004466266,Low Risk
2692-PFYTJ,0,0,0.11985578,Low Risk
2533-QVMSK,1,0,0.05758298,Low Risk
5828-AVIPD,1,1,0.50891906,Medium Risk
2907-ILJBN,0,0,0.011193421,Low Risk
5226-NOZFC,0,1,0.61800104,Medium Risk
7114-AEOZE,0,0,0.014656243,Low Risk
2202-CUYXZ,1,1,0.9473544,High Risk
3466-RITXD,0,1,0.56993186,Medium Risk
7278-CKDNC,0,1,0.774027,High Risk
1956-YIFGE,0,1,0.8423771,High Risk
0422-UXFAP,0,0,0.18889074,Low Risk
3733-UOCWF,0,0,0.0037754383,Low Risk
7191-ADRGF,0,0,0.17824356,Low Risk
5709-LVOEQ,0,0,0.018811211,Low Risk
6034-YMTOB,0,0,0.21003541,Low Risk
6372-RFVNS,1,1,0.99088,High Risk
9052-DHNKM,0,0,0.029304147,Low Risk
5609-IMCGG,0,0,0.2432639,Low Risk
2959-MJHIC,1,1,0.85610586,High Risk
1319-YLZJG,0,0,0.45720974,Low Risk
7623-TRNQN,1,0,0.2097681,Low Risk
0377-JBKKT,0,0,0.05734057,Low Risk
1936-CZAKF,0,0,0.008960238,Low Risk
5063-IUOKK,0,0,0.0032404666,Low Risk
8646-JCOMS,0,0,0.044811048,Low Risk
0979-MOZQI,0,0,0.016366024,Low Risk
1525-LNLOJ,0,0,0.004000924,Low Risk
5759-RCVCB,1,0,0.36695188,Low Risk
9968-FFVVH,0,0,0.0021066142,Low Risk
2266-FUBDZ,0,0,0.0137471175,Low Risk
4760-THGOT,0,0,0.19982961,Low Risk
2307-FYNNL,0,1,0.6793645,Medium Risk
1143-NMNQJ,1,1,0.9583997,High Risk
1629-DQQVB,0,0,0.1440284,Low Risk
3766-EJLFL,0,0,0.2822266,Low Risk
8457-XIGKN,0,0,0.049494363,Low Risk
4981-FLTMF,0,0,0.008587832,Low Risk
7606-BPHHN,0,0,3.5894896e-05,Low Risk
7005-CCBKV,1,0,0.48963907,Low Risk
4648-YPBTM,0,0,0.0007783623,Low Risk
2325-ZUSFD,1,0,0.010720558,Low Risk
1240-KNSEZ,1,1,0.7213778,Medium Risk
0430-IHCDJ,0,1,0.8075007,High Risk
7957-RYHQD,1,1,0.7561062,High Risk
6164-HAQTX,0,0,0.0011145694,Low Risk
0749-IRGQE,0,1,0.57054096,Medium Risk
1227-UDMZR,0,0,0.0006304399,Low Risk
5473-KHBPS,0,0,0.06427101,Low Risk
5297-MDOIR,0,0,0.0012719186,Low Risk
8873-TMKGR,0,0,7.942965e-05,Low Risk
6481-ESCNL,0,0,0.28416753,Low Risk
0463-WZZKO,0,0,0.07047537,Low Risk
1038-RQOST,0,0,0.019543936,Low Risk
4937-QPZPO,0,1,0.92292565,High Risk
3604-WLABM,0,0,0.35121655,Low Risk
1360-XFJMR,0,0,0.025050204,Low Risk
8717-VCTXJ,0,0,0.0028207332,Low Risk
5196-SGOAK,1,1,0.96398973,High Risk
8739-XNIKG,0,1,0.804778,High Risk
2320-TZRRH,0,0,0.0047999388,Low Risk
5186-SAMNZ,1,1,0.94771755,High Risk
5760-FXFVO,0,1,0.5465625,Medium Risk
5380-WJKOV,1,1,0.5460411,Medium Risk
4703-MQYKT,0,0,0.0024828932,Low Risk
2001-MCUUW,0,0,0.36533618,Low Risk
4947-DSMXK,0,0,0.28247255,Low Risk
0076-LVEPS,0,0,0.015958179,Low Risk
5566-SOEZD,0,0,0.026958428,Low Risk
7408-OFWXJ,0,0,0.000530254,Low Risk
1097-FSPVW,0,0,0.056239054,Low Risk
4412-YLTKF,1,0,0.47718695,Low Risk
0420-TXVSG,0,0,0.0039188196,Low Risk
7817-BOQPW,1,1,0.7879937,High Risk
0963-ZBDRN,1,0,0.26082078,Low Risk
9685-WKZGT,1,1,0.8205987,High Risk
2139-FQHLM,0,0,0.38241148,Low Risk
5825-XJOCM,0,0,0.022841673,Low Risk
0004-TLHLJ,1,1,0.7409172,Medium Risk
7529-ZDFXI,0,0,0.17294069,Low Risk
6848-YLDFR,0,0,0.06348862,Low Risk
5820-PTRYM,0,0,0.007468536,Low Risk
2984-RGEYA,0,0,0.0012860169,Low Risk
6434-TTGJP,0,0,0.0030333155,Low Risk
9643-AVVWI,0,1,0.7971735,High Risk
3506-OVLKD,0,0,0.0064418493,Low Risk
4946-EDSEW,1,0,0.030553726,Low Risk
2924-KHUVI,0,1,0.66534483,Medium Risk
2263-SFSQZ,0,0,0.0031567197,Low Risk
5281-BUZGT,1,0,0.23269716,Low Risk
3717-FDJFU,0,0,0.0028240425,Low Risk
2239-CFOUJ,0,0,0.015087763,Low Risk
8699-ASUFO,1,1,0.8501163,High Risk
1122-YJBCS,0,0,0.0075319055,Low Risk
0628-CNQRM,1,0,0.09110273,Low Risk
1705-GUHPV,0,0,0.00056362856,Low Risk
4877-TSOFF,0,0,0.0060682283,Low Risk
7404-JLKQG,0,1,0.7292863,Medium Risk
0379-DJQHR,0,0,0.0071498025,Low Risk
8993-PHFWD,1,0,0.38761422,Low Risk
3930-ZGWVE,0,0,0.31502944,Low Risk
1965-DDBWU,1,0,0.13518791,Low Risk
7572-KPVKK,0,0,0.039448593,Low Risk
6854-EXGSF,0,0,0.080132864,Low Risk
9483-GCPWE,0,0,0.029101454,Low Risk
8053-WWDRO,1,0,0.09368525,Low Risk
9473-CBZOP,0,0,0.0037124627,Low Risk
3985-HOYPM,0,0,0.0016409304,Low Risk
8378-LKJAF,0,0,0.48974437,Low Risk
1310-QRITU,0,0,0.39302915,Low Risk
3237-AJGEH,1,0,0.25422323,Low Risk
6542-LWGXJ,0,1,0.66352737,Medium Risk
6953-PBDIN,0,0,0.01731876,Low Risk
6332-FBZRI,0,0,0.03975159,Low Risk
9365-CSLBQ,0,0,7.5493226e-05,Low Risk
3466-WAESX,0,0,0.1707263,Low Risk
9700-ISPUP,0,0,0.18745002,Low Risk
5167-ZFFMM,1,1,0.9200781,High Risk
7669-LCRSD,0,0,0.13211216,Low Risk
0870-VEMYL,1,0,0.27007827,Low Risk
2995-UPRYS,1,0,0.29856083,Low Risk
3179-GBRWV,0,0,0.27729622,Low Risk
0701-TJSEF,0,0,0.04005876,Low Risk
1848-LBZHY,0,0,0.21011561,Low Risk
5380-XPJNZ,0,0,0.001297555,Low Risk
6608-QQLVK,1,1,0.8788879,High Risk
1475-VWVDO,0,1,0.6284415,Medium Risk
3721-CNEYS,1,1,0.6937308,Medium Risk
4299-OPXEJ,0,0,0.09779758,Low Risk
0096-BXERS,0,0,0.43863553,Low Risk
3055-VTCGS,0,0,0.008419759,Low Risk
9405-GPBBG,0,0,0.009607265,Low Risk
6704-UTUKK,0,0,0.32468596,Low Risk
9944-AEXBM,0,0,0.4035007,Low Risk
2545-EBUPK,0,1,0.93793255,High Risk
6270-OMFIW,1,0,0.36457276,Low Risk
1852-XEMDW,0,0,0.130764,Low Risk
8158-WPEZG,0,0,0.30628222,Low Risk
5198-EFNBM,0,0,0.16453229,Low Risk
7663-RGWBC,1,0,0.4142868,Low Risk
3970-XGJDU,0,0,0.0005567383,Low Risk
6845-RGTYS,1,0,0.37071764,Low Risk
0123-CRBRT,0,0,0.0007784283,Low Risk
6077-BDPXA,0,1,0.5754519,Medium Risk
2250-IVBWA,0,0,0.047124498,Low Risk
6137-NICCO,0,1,0.9869846,High Risk
8129-GMVGI,0,0,0.006191523,Low Risk
4353-HYOJD,0,0,0.010492372,Low Risk
8671-KKKOS,0,0,0.076624654,Low Risk
8080-DDEMJ,1,1,0.74568135,Medium Risk
6698-OXETB,0,0,0.0012604034,Low Risk
3312-UUMZW,0,0,0.3244045,Low Risk
6376-GAHQE,1,1,0.80896455,High Risk
0733-VUNUW,1,0,0.02618067,Low Risk
6733-LRIZX,0,0,0.06543828,Low Risk
2165-VOEGB,1,0,0.11380749,Low Risk
1853-UDXBW,1,1,0.88978004,High Risk
9070-BCKQP,0,0,0.0024829735,Low Risk
1035-IPQPU,0,0,0.08060069,Low Risk
2057-ZBLPD,1,1,0.5199705,Medium Risk
6967-PEJLL,0,0,0.06399346,Low Risk
7879-CGSFV,0,0,0.2002163,Low Risk
2257-BOVXD,0,0,0.10448761,Low Risk
9822-BIIGN,0,0,0.043802187,Low Risk
1136-XGEQU,0,0,0.100717284,Low Risk
2439-LYPMQ,0,1,0.5643027,Medium Risk
6543-XRMYR,1,1,0.53317404,Medium Risk
5753-QQWPW,0,0,0.015224381,Low Risk
4785-QRJHC,1,0,0.16128649,Low Risk
0052-YNYOT,0,0,0.009800349,Low Risk
7054-LGEQW,1,0,0.36989132,Low Risk
0608-JDVEC,0,0,0.004008273,Low Risk
6284-KMNUF,0,0,0.173058,Low Risk
6286-SUUWT,0,1,0.59430224,Medium Risk
3594-KADLU,0,1,0.59010327,Medium Risk
0536-ACXIP,0,0,0.004388035,Low Risk
8869-TORSS,1,0,0.06641707,Low Risk
0373-AIVNJ,0,0,0.03335431,Low Risk
6429-SHBCB,0,0,0.017595073,Low Risk
5751-USDBL,0,0,0.0031042062,Low Risk
6815-ABQFQ,0,0,0.29381028,Low Risk
9450-TRJUU,0,1,0.58720213,Medium Risk
2805-AUFQN,0,0,0.008952095,Low Risk
7855-DIWPO,0,1,0.55354714,Medium Risk
0174-QRVVY,0,0,0.00022502121,Low Risk
9507-EXLTT,1,1,0.96888036,High Risk
8390-FESFV,0,0,0.0010600287,Low Risk
0661-KBKPA,0,0,0.12818158,Low Risk
6856-RAURS,0,1,0.62532747,Medium Risk
7322-OCWHC,0,0,0.00027120917,Low Risk
2203-GHNWN,0,0,0.31080624,Low Risk
3413-CSSTH,0,0,0.1372725,Low Risk
3006-XIMLN,1,1,0.92847055,High Risk
3750-CKVKH,1,1,0.73213714,Medium Risk
0576-WNXXC,1,0,0.4842881,Low Risk
7056-IMHCC,1,1,0.73200333,Medium Risk
0866-QLSIR,1,0,0.027590815,Low Risk
1628-BIZYP,0,1,0.93132406,High Risk
2230-XTUWL,0,0,0.0042813825,Low Risk
1980-KXVPM,1,1,0.77780885,High Risk
8619-IJNDK,0,0,0.0013759985,Low Risk
2960-NKRSO,0,0,0.1842776,Low Risk
6705-LXORM,0,0,0.41076612,Low Risk
7130-VTEWQ,1,1,0.5784592,Medium Risk
9364-YKUVW,0,0,0.42572302,Low Risk
2761-OCIAX,1,0,0.4716993,Low Risk
7996-BPXHY,0,0,0.0018128658,Low Risk
4248-QPAVC,1,0,0.41043973,Low Risk
9357-UJRUN,0,0,0.10170244,Low Risk
6340-DACFT,0,0,0.0019491378,Low Risk
1023-BQXZE,0,0,0.004661763,Low Risk
5480-HPRRX,1,1,0.8396393,High Risk
9576-SYUHJ,0,0,0.12714121,Low Risk
2169-RRLFW,0,0,0.00055369776,Low Risk
8338-QIUNR,0,0,0.005642168,Low Risk
0463-TXOAK,0,0,0.015494552,Low Risk
4396-KLSEH,0,0,0.16850688,Low Risk
5186-EJEGL,0,0,0.097417936,Low Risk
9334-GWGOW,0,1,0.89486706,High Risk
5696-JVVQY,0,0,0.017459597,Low Risk
9633-DENPU,0,0,0.16790955,Low Risk
0581-BXBUB,0,0,0.32224178,Low Risk
2750-BJLSB,0,0,0.04843032,Low Risk
2770-NSVDG,0,0,0.3146744,Low Risk
8280-MQRQN,1,1,0.84693694,High Risk
7851-FLGGQ,1,0,0.1707088,Low Risk
9374-YOLBJ,0,0,0.28333503,Low Risk
6583-SZVGP,0,1,0.63426656,Medium Risk
2150-OEGBV,0,0,0.0025692657,Low Risk
9372-TXXPS,0,0,0.0071209264,Low Risk
6933-FHBZC,0,0,0.030930698,Low Risk
4698-KVLLG,0,0,0.004982733,Low Risk
8752-STIVR,1,1,0.8551744,High Risk
8623-ULFNQ,0,0,0.13495882,Low Risk
9822-WMWVG,0,0,0.45022395,Low Risk
4304-TSPVK,0,0,0.08677873,Low Risk
1716-LSAMB,0,0,0.005889153,Low Risk
3523-QRQLL,1,0,0.117678165,Low Risk
2187-PKZAY,0,1,0.6248653,Medium Risk
1895-QTKDO,0,0,0.40954512,Low Risk
8161-QYMTT,0,1,0.89205396,High Risk
2955-PSXOE,1,0,0.4607111,Low Risk
6834-NXDCA,1,1,0.5283461,Medium Risk
8701-DGLVH,0,0,0.0029072808,Low Risk
2480-SQIOB,0,1,0.5689436,Medium Risk
4993-JCRGJ,0,0,0.24454352,Low Risk
0581-MDMPW,0,1,0.5136181,Medium Risk
7789-CRUVC,0,0,0.008967405,Low Risk
0164-APGRB,0,0,0.0018291544,Low Risk
8034-RYTVV,0,0,0.0046155225,Low Risk
3018-TFTSU,1,0,0.24739397,Low Risk
9777-IQHWP,0,0,0.03436096,Low Risk
6899-PPEEA,1,1,0.67426544,Medium Risk
6701-YVNQG,0,0,0.00016199282,Low Risk
7649-PHJVR,0,0,0.0054969904,Low Risk
9278-VZKCD,0,0,0.32379934,Low Risk
7636-PEPNS,0,0,0.018099213,Low Risk
1575-KRZZE,0,1,0.5415585,Medium Risk
8590-OHDIW,0,0,0.0012382753,Low Risk
7764-BDPEE,0,0,0.07229823,Low Risk
9480-BQJEI,0,0,0.009748488,Low Risk
3354-OADJP,0,0,0.04437378,Low Risk
3181-MIZBN,0,0,0.4841262,Low Risk
9327-QSDED,0,0,0.12901846,Low Risk
4892-VLANZ,1,0,0.33210123,Low Risk
0298-XACET,0,0,0.004213677,Low Risk
6917-FIJHC,0,0,0.00036056116,Low Risk
6557-BZXLQ,0,0,0.43408403,Low Risk
2432-TFSMK,0,0,0.20082584,Low Risk
4211-MMAZN,1,0,0.13973552,Low Risk
4751-ERMAN,0,0,0.009093802,Low Risk
8430-TWCBX,0,0,0.008758721,Low Risk
1942-OQFRW,0,0,0.39261928,Low Risk
4075-JFPGR,0,0,0.09479079,Low Risk
3339-EAQNV,0,0,0.0055231643,Low Risk
5329-KRDTM,0,0,0.0042207213,Low Risk
0307-BCOPK,0,0,0.0008552574,Low Risk
6473-ULUHT,0,0,0.16900073,Low Risk
1194-SPVSP,0,0,0.22769028,Low Risk
7249-WBIYX,1,1,0.8527415,High Risk
2293-IJWPS,0,0,0.3315389,Low Risk
4377-VDHYI,0,0,0.14211984,Low Risk
0019-EFAEP,0,0,0.001140765,Low Risk
2480-EJWYP,0,0,0.3708568,Low Risk
8970-ANWXO,0,0,0.020245468,Low Risk
8739-WWKDU,1,1,0.8408189,High Risk
2171-UDMFD,0,0,0.13963844,Low Risk
7036-TYDEC,0,0,0.110190175,Low Risk
3831-YCPUO,0,0,0.0019148107,Low Risk
0121-SNYRK,0,0,0.0014489645,Low Risk
3325-FUYCG,1,0,0.26294842,Low Risk
1952-DVVSW,0,0,0.043573424,Low Risk
3571-DPYUH,0,0,0.05247515,Low Risk
2077-MPJQO,0,1,0.7628595,High Risk
2391-SOORI,1,1,0.53107774,Medium Risk
4086-ATNFV,0,0,0.029347446,Low Risk
3396-DKDEL,0,0,0.014344775,Low Risk
7471-MQPOS,0,0,0.011501354,Low Risk
7181-OQCUT,0,1,0.8345688,High Risk
3489-VSFRD,0,0,0.018192392,Low Risk
6283-GITPX,0,0,0.0003621995,Low Risk
2845-HSJCY,1,1,0.5391775,Medium Risk
7216-KAOID,0,0,0.00416682,Low Risk
6680-WKXRZ,1,0,0.4841944,Low Risk
2346-LOCWC,0,0,0.0017129682,Low Risk
0769-MURVM,0,0,0.0005043898,Low Risk
3374-LXDEV,1,1,0.7322088,Medium Risk
5318-YKDPV,0,0,0.0017064055,Low Risk
8190-ZTQFB,0,1,0.57190156,Medium Risk
4512-ZUIYL,1,1,0.6252994,Medium Risk
3090-QFUVD,0,0,0.15337153,Low Risk
4806-KEXQR,1,1,0.7161612,Medium Risk
2369-FEVNO,0,1,0.6986074,Medium Risk
9637-CDTKZ,0,0,0.0016056165,Low Risk
2954-PIBKO,0,0,0.004345172,Low Risk
2212-LYASK,0,0,0.015265271,Low Risk
9481-SFCQY,0,0,0.25126836,Low Risk
2828-SLQPF,0,0,0.21929823,Low Risk
4647-MUZON,0,1,0.59975207,Medium Risk
8212-DJRCH,0,1,0.5644772,Medium Risk
0516-OOHAR,0,0,0.039491795,Low Risk
4973-RLZVI,0,0,0.22209866,Low Risk
8089-UZWLX,0,0,0.012688255,Low Risk
9732-KPKBW,1,0,0.36335254,Low Risk
9715-WZCLW,0,0,0.024872473,Low Risk
0257-KXZGU,0,0,0.044783473,Low Risk
0707-HOVVN,0,0,0.049861215,Low Risk
5501-TVMGM,0,1,0.8315325,High Risk
3422-LYEPQ,1,1,0.90176153,High Risk
2277-VWCNI,0,1,0.61309934,Medium Risk
5461-QKNTN,0,0,0.19000167,Low Risk
3967-KXAPS,0,0,0.00058319763,Low Risk
6919-ELBGL,0,0,0.003984154,Low Risk
8361-LTMKD,1,1,0.7909114,High Risk
1131-ALZWV,0,0,0.030521603,Low Risk
5178-LMXOP,1,1,0.971378,High Risk
8992-CEUEN,0,0,0.08628542,Low Risk
3320-VEOYC,0,1,0.70339745,Medium Risk
3672-YITQD,1,1,0.88767016,High Risk
6080-TCMYC,0,0,0.3155931,Low Risk
6734-FQAJX,0,0,0.031633362,Low Risk
1063-DHQJF,0,0,0.0037525606,Low Risk
3976-NLDEZ,0,0,0.35003632,Low Risk
1729-VLAZJ,0,0,0.015460786,Low Risk
3400-ESFUW,1,0,0.006431743,Low Risk
5271-YNWVR,1,0,0.024230752,Low Risk
1587-FKLZB,1,1,0.56041616,Medium Risk
0958-YHXGP,0,0,0.3946333,Low Risk
1494-EJZDW,0,0,0.004029392,Low Risk
1816-FLZDK,0,0,0.16522877,Low Risk
